machine_id,temperature,torque,tool_wear,vibration_index,anomaly_score
M_2,297.0,39.84,0.0538,0.413,0.046
M_3,296.68,44.59,0.2534,0.553,0.185
M_2,298.35,43.66,0.0301,0.368,0.02
M_3,299.25,43.0,0.3368,0.682,0.268
M_1,299.25,41.34,0.3006,0.57,0.212
M_3,298.49,42.22,0.2259,0.449,0.136
M_3,299.68,41.73,0.1587,0.553,0.142
M_3,294.57,45.04,0.2784,0.497,0.177
M_2,299.36,41.51,0.0622,0.444,0.061
M_2,297.54,42.5,0.0785,0.448,0.07
M_2,296.96,42.15,0.1587,0.461,0.11
M_3,300.46,44.92,0.4723,0.699,0.338
M_3,296.29,43.98,0.0921,0.426,0.068
M_2,297.57,44.71,0.0845,0.43,0.066
M_2,297.77,43.4,0.2247,0.458,0.139
M_3,297.32,41.03,0.0424,0.31,0.005
M_1,301.09,43.88,0.4704,0.751,0.359
M_2,295.93,39.91,0.2214,0.463,0.139
M_1,297.88,40.21,0.1644,0.374,0.082
M_2,297.47,42.89,0.026,0.295,0.0
M_2,299.8,40.95,0.1485,0.408,0.087
M_3,293.36,42.63,0.0831,0.454,0.074
M_3,295.03,40.99,0.012,0.29,0.0
M_3,294.14,41.65,0.1398,0.424,0.089
M_3,294.64,43.02,0.0895,0.367,0.046
M_2,292.76,42.27,0.1687,0.498,0.128
M_1,295.83,41.48,0.0013,0.392,0.015
M_3,298.11,43.12,0.0548,0.423,0.05
M_3,298.72,42.36,0.1578,0.493,0.121
M_1,296.14,41.77,0.2242,0.382,0.112
M_2,300.41,43.11,0.4464,0.618,0.298
M_2,296.36,44.96,0.0616,0.292,0.007
M_3,295.92,41.11,0.0334,0.298,0.0
M_2,296.83,42.01,0.2516,0.514,0.171
M_2,301.97,45.66,0.4086,0.699,0.319
M_1,292.97,45.51,0.2974,0.559,0.207
M_2,296.28,43.64,0.1122,0.249,0.015
M_1,306.93,43.28,0.6197,0.739,0.461
M_2,295.55,42.55,0.2235,0.402,0.119
M_3,296.67,47.08,0.0882,0.423,0.065
M_1,296.69,45.53,0.0893,0.465,0.08
M_1,298.03,42.69,0.0346,0.474,0.059
M_2,295.61,41.68,0.0826,0.324,0.028
M_1,299.53,39.23,0.0869,0.383,0.051
M_1,301.53,43.16,0.3859,0.788,0.337
M_2,301.04,43.13,0.1796,0.412,0.109
M_2,299.42,43.86,0.1449,0.523,0.126
M_3,299.45,44.55,0.3749,0.494,0.219
M_3,295.04,42.93,0.0653,0.422,0.055
M_3,299.77,42.13,0.2537,0.545,0.182
M_3,299.44,44.61,0.032,0.426,0.041
M_1,293.3,42.09,0.1149,0.406,0.071
M_1,298.8,44.56,0.0998,0.406,0.065
M_3,297.34,39.46,0.0188,0.377,0.018
M_1,298.03,44.45,0.3435,0.646,0.258
M_1,293.18,43.5,0.0042,0.329,0.0
M_3,297.25,43.6,0.0415,0.474,0.062
M_3,299.0,41.76,0.081,0.454,0.073
M_2,298.27,42.56,0.227,0.517,0.161
M_3,295.81,41.67,0.1262,0.33,0.05
M_2,293.75,43.65,0.262,0.562,0.192
M_3,297.06,43.75,0.297,0.54,0.2
M_1,301.54,44.16,0.173,0.513,0.145
M_3,296.11,43.3,0.2676,0.525,0.182
M_3,303.7,44.24,0.4608,0.662,0.341
M_2,296.23,41.3,0.1795,0.387,0.094
M_3,296.79,41.19,0.0302,0.252,0.0
M_1,300.02,43.66,0.2673,0.516,0.178
M_1,302.64,43.91,0.5303,0.798,0.413
M_3,303.54,43.54,0.347,0.486,0.227
M_2,304.06,40.77,0.074,0.392,0.075
M_3,299.29,43.31,0.1453,0.479,0.111
M_1,296.51,44.83,0.1879,0.489,0.133
M_1,295.31,42.3,0.2536,0.609,0.205
M_1,299.86,42.66,0.3424,0.58,0.234
M_1,300.11,42.66,0.2494,0.537,0.178
M_2,300.58,42.28,0.1172,0.498,0.109
M_3,301.08,41.67,0.1451,0.54,0.139
M_1,296.59,42.06,0.0934,0.392,0.057
M_3,299.12,43.76,0.1688,0.504,0.13
M_1,291.3,42.97,0.1186,0.447,0.087
M_3,295.8,41.57,0.1684,0.424,0.102
M_1,297.78,43.73,0.336,0.576,0.23
M_1,294.04,42.79,0.0489,0.362,0.026
M_2,293.59,45.31,0.156,0.476,0.114
M_1,294.78,43.95,0.1064,0.342,0.045
M_2,295.56,42.63,0.1409,0.427,0.09
M_2,298.2,42.41,0.2992,0.48,0.18
M_2,297.1,41.62,0.1549,0.467,0.111
M_2,301.2,43.97,0.4673,0.616,0.311
M_3,298.48,41.11,0.1192,0.507,0.108
M_1,292.98,43.25,0.1134,0.456,0.088
M_3,294.02,41.95,0.1693,0.464,0.116
M_2,300.19,44.76,0.2014,0.482,0.138
M_2,301.29,45.12,0.6709,0.851,0.486
M_1,299.82,42.08,0.1452,0.504,0.119
M_2,303.01,42.36,0.5133,0.763,0.396
M_1,296.07,43.05,0.4502,0.731,0.336
M_2,295.9,44.86,0.2685,0.563,0.195
M_3,296.51,42.81,0.1798,0.555,0.153
M_1,297.26,42.15,0.2414,0.516,0.167
M_1,296.89,44.57,0.3162,0.59,0.226
M_2,290.79,42.52,0.1971,0.472,0.131
M_2,297.15,44.26,0.0319,0.369,0.021
M_3,300.79,42.19,0.1279,0.5,0.115
M_3,292.76,43.73,0.0421,0.334,0.013
M_2,295.99,42.44,0.1801,0.426,0.108
M_3,297.45,41.07,0.0669,0.43,0.058
M_1,298.66,41.44,0.1395,0.384,0.075
M_2,295.62,42.52,0.2802,0.552,0.197
M_3,290.47,43.06,0.0991,0.377,0.054
M_2,301.12,44.58,0.3007,0.577,0.222
M_1,297.91,45.09,0.2127,0.579,0.176
M_3,295.27,44.7,0.1044,0.452,0.083
M_2,295.08,42.08,0.0077,0.266,0.0
M_2,296.47,45.3,0.0457,0.513,0.078
M_2,299.67,44.46,0.3094,0.521,0.199
M_1,297.91,41.49,0.1277,0.38,0.068
M_2,298.06,46.12,0.2246,0.483,0.147
M_1,295.43,43.42,0.1398,0.518,0.122
M_3,298.15,40.21,0.1564,0.401,0.088
M_1,300.55,44.41,0.5337,0.76,0.387
M_3,296.19,41.09,0.1009,0.515,0.103
M_1,295.01,43.8,0.1695,0.442,0.108
M_3,297.39,42.51,0.1804,0.473,0.124
M_1,298.0,44.98,0.2601,0.511,0.174
M_2,303.99,45.56,0.6373,0.67,0.425
M_2,299.34,41.63,0.1207,0.542,0.121
M_1,296.2,42.26,0.0763,0.289,0.013
M_2,299.49,43.9,0.3114,0.544,0.208
M_3,302.66,40.99,0.1554,0.44,0.119
M_3,297.61,42.38,0.1535,0.415,0.092
M_1,297.52,46.18,0.2306,0.532,0.167
M_2,303.65,44.36,0.4442,0.711,0.351
M_2,296.09,41.43,0.0979,0.377,0.054
M_1,301.55,43.89,0.4627,0.738,0.355
M_1,296.9,42.05,0.083,0.455,0.074
M_1,300.23,40.84,0.1354,0.488,0.111
M_3,297.8,42.04,0.1285,0.395,0.074
M_1,298.69,45.65,0.0885,0.426,0.066
M_3,292.73,40.42,0.0105,0.336,0.0
M_3,296.04,42.56,0.079,0.439,0.067
M_3,297.95,43.02,0.2851,0.55,0.198
M_3,295.67,40.83,0.1147,0.487,0.1
M_2,300.32,39.69,0.0985,0.403,0.065
M_3,305.19,43.89,0.687,0.862,0.523
M_1,300.81,42.62,0.6014,0.761,0.42
M_1,298.32,39.99,0.0755,0.314,0.021
M_2,294.17,42.0,0.0661,0.381,0.041
M_2,298.39,45.47,0.4944,0.619,0.316
M_1,298.4,46.92,0.2755,0.526,0.186
M_3,296.45,43.03,0.2759,0.539,0.19
M_1,300.48,41.39,0.1217,0.372,0.066
M_3,300.8,43.1,0.3337,0.485,0.203
M_2,291.75,42.89,0.0458,0.398,0.037
M_3,292.93,41.83,0.0479,0.37,0.029
M_1,293.38,41.86,0.1285,0.401,0.076
M_2,300.17,43.45,0.2642,0.515,0.178
M_3,296.98,41.69,0.0424,0.392,0.034
M_1,296.74,43.03,0.1702,0.384,0.088
M_1,297.05,40.59,0.1338,0.396,0.076
M_2,298.86,40.26,0.3716,0.664,0.277
M_2,296.61,41.74,0.17,0.5,0.129
M_3,295.06,42.7,0.2476,0.474,0.155
M_3,297.72,42.85,0.1086,0.52,0.108
M_1,297.12,43.01,0.0201,0.448,0.043
M_1,297.16,43.91,0.5016,0.682,0.342
M_2,291.7,41.48,0.1361,0.454,0.098
M_2,298.34,41.41,0.4451,0.583,0.282
M_3,299.58,44.17,0.2587,0.51,0.172
M_2,300.53,42.14,0.3895,0.62,0.273
M_1,297.34,42.62,0.42,0.742,0.326
M_2,295.07,40.21,0.0632,0.452,0.064
M_1,300.49,42.96,0.5355,0.823,0.41
M_1,294.51,42.29,0.1053,0.422,0.073
M_2,302.3,41.81,0.2282,0.477,0.163
M_3,296.25,41.79,0.0894,0.369,0.047
M_1,296.52,39.92,0.1396,0.463,0.102
M_2,295.77,43.25,0.2476,0.52,0.171
M_3,298.81,42.83,0.1301,0.452,0.094
M_1,295.97,40.74,0.0113,0.372,0.013
M_3,298.56,40.61,0.1709,0.471,0.119
M_1,301.06,41.64,0.2237,0.52,0.167
M_2,299.05,44.64,0.3785,0.563,0.245
M_2,296.04,40.57,0.0198,0.296,0.0
M_1,297.62,43.42,0.4312,0.546,0.263
M_3,299.31,41.03,0.3218,0.623,0.24
M_3,297.65,44.2,0.1554,0.503,0.123
M_1,298.08,44.08,0.336,0.587,0.234
M_1,299.68,40.96,0.6106,0.732,0.409
M_3,296.7,43.5,0.0399,0.429,0.046
M_1,300.59,42.0,0.3748,0.649,0.277
M_2,294.74,42.62,0.0999,0.561,0.119
M_3,293.69,41.78,0.0487,0.474,0.065
M_3,299.84,43.28,0.3329,0.574,0.228
M_3,297.48,43.45,0.3574,0.656,0.268
M_3,299.46,42.78,0.1412,0.404,0.082
M_1,294.74,42.25,0.3148,0.624,0.237
M_2,298.18,41.02,0.0685,0.384,0.043
M_2,300.98,40.5,0.091,0.357,0.05
M_1,295.37,42.81,0.2119,0.535,0.16
M_2,299.26,42.29,0.0912,0.453,0.077
M_1,293.55,43.98,0.2423,0.428,0.136
M_3,290.35,42.15,0.0165,0.387,0.02
M_1,295.92,39.85,0.0193,0.368,0.015
M_1,300.11,40.21,0.1542,0.433,0.099
M_2,301.78,40.86,0.1453,0.487,0.125
M_2,297.03,42.95,0.1461,0.44,0.097
M_3,302.15,42.23,0.3102,0.651,0.259
M_2,300.58,41.94,0.3531,0.716,0.291
M_3,298.3,43.74,0.0989,0.361,0.048
M_1,300.55,43.13,0.4456,0.701,0.327
M_2,299.24,44.16,0.3161,0.593,0.227
M_1,300.27,46.15,0.4916,0.676,0.337
M_2,299.92,41.83,0.2287,0.543,0.171
M_3,293.78,39.67,0.1124,0.343,0.048
M_1,295.2,44.73,0.1438,0.507,0.12
M_3,293.23,42.23,0.1294,0.398,0.075
M_2,292.62,41.46,0.0566,0.396,0.042
M_3,301.94,41.9,0.1277,0.428,0.098
M_1,295.24,41.06,0.1537,0.514,0.127
M_3,298.64,41.93,0.0888,0.419,0.064
M_2,295.18,41.61,0.1952,0.579,0.168
M_3,301.61,42.87,0.3438,0.715,0.293
M_1,300.17,42.74,0.4694,0.725,0.344
M_2,297.52,41.36,0.0906,0.45,0.076
M_1,293.93,42.2,0.0724,0.328,0.025
M_1,296.45,45.14,0.3959,0.69,0.297
M_1,297.05,41.55,0.2781,0.611,0.217
M_2,303.36,42.4,0.2678,0.569,0.219
M_3,296.21,44.71,0.1431,0.555,0.136
M_1,295.49,44.71,0.3212,0.653,0.251
M_3,304.92,43.76,0.3067,0.533,0.235
M_3,294.91,40.26,0.1336,0.467,0.101
M_2,298.23,44.35,0.2678,0.495,0.171
M_3,292.18,41.45,0.1329,0.444,0.093
M_2,306.98,45.25,0.4182,0.624,0.331
M_2,296.62,39.97,0.1884,0.423,0.11
M_1,298.81,44.25,0.311,0.621,0.235
M_1,297.25,41.92,0.0361,0.334,0.011
M_2,298.89,43.11,0.1103,0.309,0.035
M_2,296.8,42.11,0.2162,0.519,0.156
M_1,303.06,44.81,0.4779,0.629,0.333
M_2,293.71,40.62,0.3107,0.589,0.223
M_2,300.5,44.43,0.4058,0.649,0.291
M_1,294.76,41.71,0.1097,0.379,0.06
M_2,296.94,42.31,0.0186,0.377,0.018
M_1,297.5,44.38,0.3048,0.585,0.219
M_3,295.76,42.9,0.2772,0.628,0.222
M_3,295.48,42.64,0.1307,0.439,0.09
M_3,297.3,40.69,0.1649,0.492,0.124
M_2,296.12,40.46,0.206,0.497,0.144
M_1,291.48,41.87,0.0958,0.374,0.052
M_2,294.85,41.24,0.1556,0.492,0.12
M_3,301.72,43.95,0.3108,0.512,0.208
M_3,297.98,43.05,0.2372,0.444,0.14
M_2,298.04,44.91,0.1741,0.495,0.129
M_1,299.77,41.79,0.1335,0.407,0.08
M_1,298.27,41.32,0.195,0.348,0.087
M_3,299.73,40.61,0.2763,0.621,0.219
M_1,301.85,43.69,0.3659,0.643,0.28
M_1,294.06,42.75,0.15,0.35,0.068
M_2,296.1,42.73,0.0908,0.304,0.025
M_1,296.47,40.27,0.0757,0.372,0.042
M_2,298.77,41.9,0.1189,0.385,0.066
M_1,298.41,41.01,0.1301,0.473,0.102
M_2,295.59,41.35,0.2109,0.537,0.16
M_2,299.78,42.59,0.1033,0.43,0.074
M_2,294.41,41.68,0.0189,0.364,0.013
M_1,296.74,42.4,0.301,0.57,0.212
M_3,297.65,43.63,0.085,0.292,0.018
M_2,296.38,41.35,0.0877,0.5,0.092
M_3,300.23,42.3,0.0863,0.394,0.056
M_2,304.86,43.12,0.2132,0.475,0.172
M_1,298.0,44.44,0.3684,0.655,0.273
M_2,294.23,43.09,0.1986,0.544,0.157
M_3,299.73,42.63,0.3272,0.583,0.229
M_1,296.26,42.32,0.1297,0.466,0.099
M_1,292.78,39.15,0.0763,0.461,0.073
M_2,303.01,42.72,0.152,0.43,0.117
M_1,297.44,43.32,0.1741,0.499,0.131
M_3,298.34,43.11,0.3419,0.686,0.271
M_2,300.98,45.39,0.4546,0.725,0.342
M_2,297.73,44.04,0.2209,0.577,0.179
M_3,299.54,44.04,0.3046,0.676,0.251
M_3,302.33,43.14,0.1969,0.524,0.165
M_1,301.51,42.34,0.0354,0.332,0.02
M_3,293.05,42.42,0.0147,0.388,0.02
M_2,299.36,44.42,0.1208,0.405,0.074
M_3,295.77,42.04,0.0596,0.355,0.029
M_3,303.56,43.86,0.5457,0.714,0.397
M_3,295.66,41.88,0.0422,0.401,0.037
M_2,298.87,42.55,0.1692,0.468,0.117
M_1,295.6,39.24,0.0414,0.291,0.0
M_3,296.21,41.79,0.1049,0.488,0.096
M_3,296.53,40.88,0.1514,0.498,0.12
M_2,295.8,44.42,0.4785,0.704,0.339
M_2,297.69,43.54,0.3062,0.522,0.198
M_1,293.96,42.99,0.0384,0.397,0.034
M_1,295.17,43.24,0.2299,0.59,0.188
M_2,304.23,44.64,0.4576,0.665,0.344
M_2,290.65,41.93,0.0042,0.289,0.0
M_3,297.82,43.36,0.3495,0.661,0.266
M_1,301.58,46.15,0.4296,0.591,0.288
M_3,301.75,43.47,0.4114,0.714,0.324
M_1,292.64,39.57,0.0065,0.4,0.021
M_2,296.73,43.84,0.2186,0.469,0.14
M_3,297.88,43.43,0.1126,0.374,0.059
M_2,295.91,44.39,0.221,0.491,0.149
M_1,298.88,46.36,0.1815,0.469,0.123
M_1,300.51,44.13,0.4066,0.561,0.26
M_3,296.76,43.57,0.0853,0.354,0.04
M_2,290.56,43.25,0.0535,0.367,0.03
M_1,297.44,42.13,0.0842,0.367,0.044
M_2,301.9,42.08,0.0877,0.322,0.042
M_3,298.83,43.45,0.1502,0.473,0.111
M_2,296.17,42.92,0.2188,0.481,0.144
M_3,296.15,41.05,0.0796,0.358,0.039
M_1,294.93,46.53,0.2731,0.587,0.206
M_1,302.46,41.82,0.3966,0.667,0.306
M_2,295.16,41.73,0.2328,0.542,0.172
M_3,302.0,44.94,0.3978,0.722,0.323
M_3,299.87,43.94,0.2112,0.47,0.137
M_1,296.98,44.42,0.2252,0.525,0.162
M_1,296.2,41.15,0.0064,0.403,0.021
M_2,298.76,40.14,0.0565,0.337,0.021
M_2,299.09,40.68,0.1264,0.504,0.111
M_2,299.4,41.69,0.1413,0.419,0.088
M_1,295.78,43.96,0.0346,0.428,0.043
M_2,294.91,43.28,0.0289,0.348,0.012
M_1,303.83,45.48,0.1441,0.443,0.123
M_2,299.82,42.44,0.3081,0.587,0.222
M_1,294.27,45.72,0.1245,0.452,0.092
M_3,294.39,39.73,0.1031,0.352,0.047
M_1,297.6,42.32,0.3507,0.709,0.283
M_1,298.8,46.45,0.4127,0.71,0.312
M_1,298.42,43.32,0.1043,0.344,0.045
M_1,297.38,45.45,0.3364,0.571,0.229
M_1,297.64,39.74,0.0864,0.354,0.04
M_2,300.99,43.6,0.4812,0.607,0.313
M_1,293.22,43.87,0.0371,0.387,0.03
M_1,301.3,42.18,0.5479,0.819,0.419
M_1,291.0,44.39,0.0992,0.424,0.071
M_3,294.83,41.36,0.0314,0.458,0.052
M_2,297.88,43.05,0.2378,0.552,0.178
M_3,298.54,41.73,0.2226,0.475,0.144
M_2,303.71,44.46,0.5594,0.831,0.445
M_1,295.6,41.61,0.1032,0.365,0.052
M_3,294.04,42.01,0.1485,0.402,0.085
M_3,292.56,46.33,0.0958,0.401,0.061
M_2,298.06,41.05,0.0772,0.472,0.078
M_1,294.05,40.67,0.1446,0.491,0.115
M_3,297.24,38.69,0.2326,0.527,0.166
M_2,294.44,41.96,0.0195,0.407,0.029
M_3,298.27,38.79,0.1602,0.41,0.093
M_2,291.0,41.49,0.0091,0.352,0.005
M_2,290.12,42.28,0.0701,0.4,0.049
M_2,302.75,43.83,0.1718,0.554,0.167
M_1,295.34,42.76,0.053,0.344,0.022
M_2,295.77,43.48,0.2908,0.517,0.189
M_1,303.54,44.03,0.3906,0.609,0.29
M_3,299.25,40.04,0.1108,0.448,0.084
M_1,298.55,40.81,0.1384,0.467,0.103
M_1,298.69,41.85,0.0849,0.42,0.063
M_3,296.97,43.74,0.1101,0.416,0.073
M_1,301.18,41.58,0.2155,0.625,0.201
M_1,300.13,44.93,0.1942,0.486,0.136
M_3,297.21,43.1,0.0731,0.467,0.074
M_2,297.16,43.15,0.0331,0.331,0.008
M_3,297.79,42.72,0.2317,0.442,0.136
M_2,295.78,40.85,0.019,0.274,0.0
M_1,297.14,41.26,0.2819,0.476,0.171
M_2,294.63,44.34,0.1258,0.388,0.07
M_1,298.5,45.04,0.3232,0.622,0.241
M_1,303.56,44.13,0.3712,0.741,0.328
M_2,294.78,44.75,0.1223,0.539,0.121
M_2,291.67,42.05,0.0989,0.435,0.074
M_2,299.38,45.08,0.4674,0.72,0.34
M_3,292.45,43.58,0.0315,0.401,0.032
M_3,301.97,44.47,0.5983,0.765,0.428
M_2,294.77,44.69,0.0097,0.337,0.0
M_1,296.61,43.27,0.1429,0.469,0.106
M_1,295.73,41.13,0.1653,0.448,0.109
M_1,297.86,42.21,0.1323,0.485,0.107
M_2,300.35,43.35,0.4386,0.55,0.27
M_3,299.74,44.5,0.3885,0.666,0.285
M_3,296.69,40.67,0.3548,0.549,0.229
M_3,299.17,39.27,0.1809,0.525,0.143
M_3,300.21,41.07,0.1214,0.535,0.121
M_2,301.93,44.16,0.3937,0.627,0.287
M_3,293.51,41.49,0.1155,0.487,0.1
M_3,297.5,41.83,0.0611,0.31,0.014
M_2,302.87,45.27,0.1704,0.563,0.17
M_1,301.42,42.69,0.1608,0.435,0.112
M_2,297.2,43.08,0.1101,0.507,0.104
M_3,301.71,43.54,0.2881,0.429,0.169
M_2,297.38,43.37,0.1322,0.453,0.096
M_3,293.01,40.34,0.087,0.395,0.055
M_1,293.63,45.18,0.1871,0.378,0.094
M_3,301.56,45.29,0.4647,0.642,0.322
M_3,295.54,45.32,0.317,0.557,0.215
M_3,297.23,43.38,0.1537,0.504,0.123
M_1,305.76,43.76,0.4343,0.691,0.353
M_2,297.62,42.46,0.0297,0.437,0.044
M_3,297.3,43.36,0.2075,0.454,0.13
M_3,298.61,43.56,0.2311,0.526,0.165
M_3,297.51,42.35,0.1476,0.569,0.143
M_3,299.67,41.65,0.3339,0.586,0.233
M_3,300.1,43.7,0.2782,0.536,0.191
M_2,302.47,44.62,0.527,0.677,0.368
M_1,297.61,44.16,0.3661,0.616,0.258
M_3,302.28,42.3,0.3061,0.548,0.222
M_3,296.9,43.92,0.2881,0.574,0.208
M_3,293.33,43.56,0.2398,0.563,0.182
M_3,299.75,42.37,0.4399,0.702,0.321
M_3,300.1,45.23,0.2651,0.533,0.184
M_3,307.22,46.36,0.4207,0.735,0.372
M_1,298.73,39.86,0.3805,0.568,0.247
M_1,292.08,40.8,0.1657,0.463,0.114
M_2,296.5,43.06,0.0308,0.282,0.0
M_3,296.37,40.85,0.3023,0.481,0.182
M_3,292.69,42.63,0.0639,0.447,0.063
M_1,295.95,43.05,0.1423,0.497,0.115
M_1,297.13,42.74,0.0447,0.345,0.018
M_1,306.05,44.7,0.6407,0.755,0.47
M_1,296.42,44.29,0.1486,0.538,0.133
M_1,298.01,42.8,0.1451,0.572,0.143
M_3,298.43,44.41,0.3958,0.645,0.281
M_1,301.68,42.76,0.496,0.786,0.387
M_2,296.61,43.29,0.2282,0.601,0.191
M_3,298.13,43.45,0.3352,0.532,0.215
M_3,295.19,44.82,0.4575,0.681,0.322
M_2,297.86,45.8,0.3812,0.521,0.231
M_1,300.64,41.78,0.1841,0.458,0.125
M_3,298.21,42.72,0.2069,0.521,0.153
M_1,296.06,43.29,0.2595,0.576,0.196
M_1,293.49,43.23,0.1137,0.391,0.065
M_2,301.07,45.12,0.3416,0.517,0.219
M_2,292.65,41.09,0.0696,0.398,0.048
M_2,295.02,41.09,0.2713,0.489,0.171
M_2,300.1,42.21,0.0612,0.319,0.017
M_2,301.17,42.42,0.1809,0.468,0.13
M_2,299.18,42.88,0.3069,0.612,0.23
M_2,297.57,45.14,0.4398,0.565,0.273
M_2,302.72,41.95,0.4448,0.665,0.329
M_3,301.48,44.0,0.1951,0.552,0.169
M_3,307.43,46.35,0.2228,0.559,0.223
M_1,300.56,42.79,0.2756,0.594,0.213
M_2,295.06,44.15,0.2609,0.441,0.149
M_2,295.69,41.03,0.1258,0.495,0.107
M_3,296.3,44.07,0.1782,0.461,0.119
M_1,302.45,43.43,0.4519,0.621,0.315
M_2,293.86,43.74,0.3235,0.394,0.161
M_2,298.26,43.69,0.44,0.696,0.319
M_3,293.72,43.83,0.0354,0.307,0.001
M_1,300.18,43.13,0.269,0.624,0.218
M_3,298.37,40.52,0.1555,0.553,0.141
M_2,297.88,43.7,0.2904,0.572,0.208
M_1,297.72,43.66,0.0543,0.322,0.015
M_1,295.87,43.95,0.1878,0.45,0.12
M_3,296.68,39.51,0.0675,0.43,0.058
M_3,297.64,41.96,0.0143,0.424,0.032
M_1,295.65,42.14,0.1944,0.331,0.081
M_2,300.0,42.27,0.1272,0.515,0.115
M_3,293.5,41.27,0.0302,0.267,0.0
M_3,299.17,44.2,0.0129,0.383,0.017
M_3,296.22,43.13,0.2534,0.496,0.165
M_1,304.87,40.57,0.3369,0.591,0.268
M_2,296.93,42.25,0.1478,0.465,0.107
M_1,295.1,40.87,0.0386,0.375,0.026
M_3,295.05,43.75,0.1716,0.471,0.12
M_1,296.08,42.54,0.2322,0.504,0.158
M_2,299.7,42.84,0.1289,0.438,0.089
M_3,296.16,41.51,0.0811,0.554,0.108
M_1,303.99,44.13,0.4727,0.74,0.376
M_2,299.89,42.03,0.0797,0.294,0.016
M_3,298.97,45.21,0.3379,0.544,0.22
M_2,305.81,44.35,0.6604,0.793,0.491
M_2,296.26,42.78,0.3882,0.714,0.302
M_3,302.17,41.63,0.3143,0.584,0.238
M_2,298.37,43.93,0.0437,0.298,0.002
M_3,297.56,44.49,0.363,0.678,0.278
M_2,299.67,43.47,0.3218,0.648,0.249
M_2,296.62,40.97,0.1901,0.465,0.126
M_2,296.28,44.05,0.1348,0.452,0.096
M_1,294.05,39.46,0.0626,0.363,0.033
M_2,295.4,40.3,0.0572,0.348,0.025
M_1,299.72,44.35,0.3664,0.548,0.234
M_3,298.56,41.97,0.3611,0.54,0.229
M_1,297.18,44.3,0.3713,0.697,0.289
M_1,294.33,42.89,0.1031,0.518,0.105
M_2,303.27,42.27,0.3159,0.605,0.253
M_1,294.89,42.93,0.0771,0.379,0.045
M_1,297.38,42.23,0.0121,0.413,0.028
M_2,296.39,43.59,0.029,0.345,0.011
M_1,295.21,44.99,0.2479,0.478,0.156
M_3,294.66,44.22,0.3836,0.488,0.221
M_3,292.42,43.81,0.1915,0.476,0.13
M_1,295.03,40.98,0.2103,0.561,0.169
M_3,299.34,38.87,0.2968,0.514,0.191
M_2,298.05,44.08,0.1253,0.399,0.074
M_3,296.34,43.68,0.1333,0.423,0.086
M_1,295.99,45.18,0.2634,0.478,0.163
M_2,300.29,42.26,0.2642,0.583,0.202
M_1,299.77,43.37,0.3101,0.572,0.217
M_3,299.9,44.14,0.3438,0.565,0.23
M_3,295.95,43.4,0.1623,0.508,0.128
M_2,303.38,44.26,0.0967,0.437,0.096
M_3,300.22,44.18,0.2433,0.51,0.167
M_2,291.79,45.25,0.0606,0.385,0.039
M_2,296.75,42.26,0.3198,0.657,0.251
M_2,297.16,45.91,0.5138,0.751,0.372
M_3,298.04,42.59,0.2217,0.506,0.154
M_1,293.86,40.63,0.126,0.419,0.081
M_3,295.08,43.19,0.2701,0.598,0.208
M_2,295.49,43.47,0.2045,0.498,0.144
M_1,292.71,43.05,0.0954,0.369,0.049
M_3,304.21,43.91,0.4249,0.601,0.307
M_3,294.06,42.81,0.1778,0.413,0.102
M_2,302.84,44.41,0.4024,0.554,0.271
M_2,295.67,43.8,0.1494,0.414,0.09
M_2,296.11,42.36,0.1233,0.473,0.099
M_1,291.09,45.61,0.1082,0.35,0.049
M_1,295.41,44.11,0.1113,0.463,0.09
M_2,296.34,40.38,0.219,0.523,0.159
M_2,299.13,45.0,0.3045,0.577,0.216
M_2,299.97,42.62,0.1321,0.412,0.081
M_1,299.53,42.21,0.3557,0.553,0.231
M_3,295.92,40.13,0.2706,0.489,0.171
M_1,296.78,43.3,0.0995,0.417,0.068
M_2,297.25,43.31,0.1595,0.408,0.092
M_2,296.31,40.51,0.1242,0.523,0.117
M_1,295.05,41.37,0.1285,0.487,0.106
M_3,298.23,45.0,0.1448,0.446,0.099
M_2,300.68,43.38,0.3282,0.673,0.265
M_1,301.47,43.93,0.3764,0.663,0.289
M_1,298.55,46.3,0.2682,0.601,0.209
M_3,296.95,41.44,0.2024,0.554,0.162
M_2,297.93,41.74,0.026,0.389,0.026
M_2,298.44,41.39,0.166,0.471,0.117
M_1,299.43,46.98,0.2753,0.426,0.15
M_3,301.36,43.99,0.2918,0.526,0.202
M_2,297.98,42.96,0.1759,0.527,0.141
M_2,298.35,42.65,0.0868,0.503,0.093
M_1,297.31,42.87,0.3231,0.589,0.229
M_2,301.54,42.4,0.204,0.561,0.176
M_2,293.92,44.64,0.047,0.301,0.004
M_1,294.73,41.82,0.0147,0.358,0.01
M_1,299.09,42.56,0.1239,0.522,0.116
M_3,293.08,41.75,0.0636,0.302,0.012
M_3,299.39,44.45,0.0675,0.321,0.02
M_2,298.64,43.29,0.3497,0.63,0.255
M_2,299.25,40.39,0.2052,0.554,0.164
M_1,295.45,43.05,0.3125,0.597,0.227
M_3,294.16,43.16,0.1657,0.548,0.144
M_3,292.7,45.16,0.0821,0.346,0.035
M_1,298.97,44.08,0.0073,0.356,0.006
M_3,299.03,43.73,0.422,0.69,0.309
M_3,301.53,43.41,0.4244,0.611,0.292
M_1,299.62,44.57,0.1709,0.557,0.149
